Name (Link to Data Catalog - Field Name),Link to Data Catalog,Field Order,Field Name,Field Key,Field ID,Field Type (Airtable),Options (JSON),Field Description,Field Purpose,Business Context,Source (Link To Field Mappings),Target (Link To Field Mappings),Format,Validation,Formula,Formula Dependencies (Link To Data Dictionary),Code Dependencies,Input Methods,Read/Write,Created Date,Belongs To Namespace (Link to Namespaces),Related Form Questions (Link To Form Questions),General Notes,Table ID (From Data Catalog),Base ID (From Data Catalog),Table Name (From Data Catalog),Base/Source Name (From Data Catalog),Options (Text),Field Type (Standardized),For Betafits API?,Record ID,Formatting Rules (Link To Formatting Rules),Rule Sets (Link To Rule Sets),Related Fields (Link To Data Dictionary),Schema Schemer Recommendation,Schemer Priority,Schemer Human Review,Schemer Notes,Field Name (From Data Dictionary),Schemer Reviewer Note,Description For AI,Link To Paperwork Field Types,Last Run,Current/Delete,Max Last Run (From Data Catalog),From field: Related Fields (Link To Data Dictionary),Link to Files,From field: Formula Dependencies (Link To Data Dictionary)
Forms - Intake - Group Data - Benefit Pain Points,Forms - Intake - Group Data,0,Benefit Pain Points,benefit_pain_points,fldUuXAK0Wqfgh5mg,,"[{""id"":""selWOGLYn9BgwQ4Xs"",""name"":""Lack of integration between HR and benefits systems of record"",""color"":""blueLight2""},{""id"":""selrWznmmFR4OGJcs"",""name"":""Too many carrier and vendor portals to manage"",""color"":""cyanLight2""},{""id"":""selJnKoiINuWkhSAx"",""name"":""Open enrollment workload"",""color"":""greenLight2""},{""id"":""selHCfWrt7YU8B76k"",""name"":""Overall benefits strategy"",""color"":""yellowLight2""},{""id"":""sel0alYeo7DWzRW1Y"",""name"":""Need better benchmarking against competitors"",""color"":""orangeLight2""},{""id"":""selXLAUlcpy2rovRj"",""name"":""Healthcare benefits costs"",""color"":""tealLight2""},{""id"":""selKq3oaGkDnWQGPd"",""name"":""Benefits compliance (ACA, COBRA, ERISA, HIPAA)"",""color"":""redLight2""},{""id"":""selyZNNzwZ3IFRDXZ"",""name"":""Poor perception of benefits by employees"",""color"":""pinkLight2""},{""id"":""selhBY6V6NM0tBhip"",""name"":""Need better admin training"",""color"":""purpleLight2""},{""id"":""sel9F0xJzzlfY3a82"",""name"":""Benefits don’t feel aligned with company culture"",""color"":""grayLight2""},{""id"":""selOYggXBWAaTmyf4"",""name"":""Communication of benefits to employees"",""color"":""blueLight1""},{""id"":""sel72lnMeTPUL3ssB"",""name"":""401(k) is siloed from other benefits"",""color"":""cyanLight1""},{""id"":""selZQlpDLuJvG3aaV"",""name"":""Want better experience for employees"",""color"":""tealLight1""},{""id"":""selYkyj0AFBQx3uiU"",""name"":""Lack of expert guidance from broker/consultant"",""color"":""greenLight1""},{""id"":""selKulbukcVQmwmBX"",""name"":""dfghjk"",""color"":""blueLight2""},{""id"":""selZ4I8XLcwlepeYp"",""name"":""fds"",""color"":""blueLight2""}]","A multiple select field to capture various pain points experienced in managing employee benefits, such as integration issues, compliance challenges, and employee perception.",To identify and categorize key challenges or pain points related to employee benefits management that impact the organization.,"Used by the employee benefits company to understand client challenges and tailor solutions to improve benefits administration, compliance, communication, and employee experience.",,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"Lack of integration between HR and benefits systems of record, Too many carrier and vendor portals to manage, Open enrollment workload, Overall benefits strategy, Need better benchmarking against competitors, Healthcare benefits costs, Benefits compliance (ACA, COBRA, ERISA, HIPAA), Poor perception of benefits by employees, Need better admin training, Benefits don’t feel aligned with company culture, Communication of benefits to employees, 401(k) is siloed from other benefits, Want better experience for employees, Lack of expert guidance from broker/consultant, dfghjk, fds",,,recQKPm41ihYMvmN9,,,,Approved,Medium,,"MultipleSelects includes irrelevant choices 'dfghjk', 'fds'. Remove test/dummy data for clean usage.",,,"A multiple select field to capture various pain points experienced in managing employee benefits, such as integration issues, compliance challenges, and employee perception.",,,,,,,
Forms - Intake - Group Data - Ways to reinvest savings,Forms - Intake - Group Data,0,Ways to reinvest savings,ways_to_reinvest_savings,fldrHefCqVUvar3gO,,"[{""label"": ""Increase 401(k) contributions"", ""value"": ""selWvF09X1L7Vazmh""}, {""label"": ""Lower healthcare costs for employees"", ""value"": ""selhHugEwlNTf52Di""}, {""label"": ""Increase dependent care contributions"", ""value"": ""selXGBj1ZNMNMjMhW""}, {""label"": ""Improve our mental health benefit offerings"", ""value"": ""selVQ08AipUk1iUuj""}, {""label"": ""Improve our parental leave and benefit offerings"", ""value"": ""selV3uM23KppuhI4G""}, {""label"": ""Invest into employee wellness initiatives"", ""value"": ""sel5DXng56UY9xwQh""}, {""label"": ""The savings would go back to finance"", ""value"": ""selwuDKiVFZ0kkrIF""}, {""label"": ""Improve our HR tech stack"", ""value"": ""selKYbXTTQfKOY2Jq""}, {""label"": ""Increase internal headcount on the team"", ""value"": ""selMw8R2US4DdeRWi""}]",Options for how savings from employee benefits can be reinvested to improve various aspects of the organization's benefits and HR offerings.,"To capture and track preferred ways to allocate savings derived from employee benefits initiatives, supporting decision-making and resource allocation.","Helps the company understand employee or organizational priorities for reinvestment of saved funds to enhance benefits, wellbeing, mental health offerings, and operational capacities.",,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"Increase 401(k) contributions, Lower healthcare costs for employees, Increase dependent care contributions, Improve our mental health benefit offerings, Improve our parental leave and benefit offerings, Invest into employee wellness initiatives, The savings would go back to finance, Improve our HR tech stack, Increase internal headcount on the team",,,recC6ecScj5XXzd5q,,,,Approved,Medium,,MultipleSelects field with relevant options.,,,Options for how savings from employee benefits can be reinvested to improve various aspects of the organization's benefits and HR offerings.,,,,,,,
Forms - Intake - Group Data - Audit Invoices,Forms - Intake - Group Data,0,Audit Invoices,audit_invoices,fldZQV77a29O6D0S3,,"[{""label"": ""Weekly"", ""value"": ""weekly""}, {""label"": ""Monthly"", ""value"": ""monthly""}, {""label"": ""Quarterly"", ""value"": ""quarterly""}, {""label"": ""Annually"", ""value"": ""annually""}]",Frequency of auditing invoices related to employee benefits.,To select the periodic interval at which invoices are audited for accuracy and compliance.,Used in accounting and compliance processes within employee benefits management to ensure invoices are reviewed on a set schedule.,,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"Weekly, Monthly, Quarterly, Annually",,,recjnSbQNrKPKdap1,,,,Approved,Medium,,SingleSelect with appropriate frequency options.,,,Frequency of auditing invoices related to employee benefits.,,,,,,,
Forms - Intake - Group Data - Type of Broker,Forms - Intake - Group Data,0,Type of Broker,type_of_broker,fldwm3Qwtv4UNh1w3,,"[{""label"": ""Small Firm"", ""value"": ""small_firm""}, {""label"": ""City or Regional Brokerage"", ""value"": ""city_or_regional_brokerage""}, {""label"": ""National Brokerage"", ""value"": ""national_brokerage""}, {""label"": ""Payroll Provider"", ""value"": ""payroll_provider""}]",Categorizes the broker based on the size and type of their brokerage firm or service provider.,"To classify brokers for reporting, segmentation, and tailored service offerings.",Used by the employee benefits company to differentiate service strategies and pricing models for different categories of brokers.,,,,,,,,,,5/19/2025 10:33pm,,Broker Role - What kind of broker or consultant do you use?,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"Small Firm, City or Regional Brokerage, National Brokerage, Payroll Provider",,,recnc77FUlpT2k9bs,,,,Approved,Medium,,SingleSelect with distinct broker types.,,,Categorizes the broker based on the size and type of their brokerage firm or service provider.,,,,,,,
Forms - Intake - Group Data - Medical Refund,Forms - Intake - Group Data,0,Medical Refund,like_about_current_broker,fld21gBp5xke7rM90,,"[{""label"": ""Manages deductions"", ""value"": ""manages_deductions""}, {""label"": ""Plan Options"", ""value"": ""plan_options""}, {""label"": ""Responds/resolves issues quickly"", ""value"": ""responds_resolves_issues_quickly""}]","Employee feedback on what they appreciate about their current benefits broker, measured via single select options.",To capture specific positive attributes employees recognize in their current broker relationship.,Helps the benefits company understand broker strengths and improve service offerings for clients by focusing on valued broker traits.,,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"Manages deductions, Plan Options, Responds/resolves issues quickly",,,recIG3E2HwH6yp2PG,,,,Approved,Medium,,"SingleSelect options clearly defined, appropriate.",,,"Employee feedback on what they appreciate about their current benefits broker, measured via single select options.",,,,,,,
Forms - Intake - Group Data - Medical Deductible,Forms - Intake - Group Data,0,Medical Deductible,broker_contact_frequency,fldFH2X1BJWl4xSFH,,"[{""label"": ""Weekly"", ""value"": ""weekly""}, {""label"": ""Monthly"", ""value"": ""monthly""}, {""label"": ""Quarterly"", ""value"": ""quarterly""}, {""label"": ""Annually"", ""value"": ""annually""}]",Frequency at which the broker is contacted or communicates with the company or clients.,To capture and manage the regularity of interactions with brokers for effective relationship management and scheduling.,"This field helps in organizing broker communications and aligning contact schedules to business operations, ensuring brokers are engaged appropriately.",,,,,,,,,,5/19/2025 10:33pm,,Broker Role - How often do you contact your broker for support?,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"Weekly, Monthly, Quarterly, Annually",,,recIN3M0MCu6vbds2,,,,Approved,Medium,,Frequency field with consistent choices.,,,Frequency at which the broker is contacted or communicates with the company or clients.,,,,,,,
Forms - Intake - Group Data - Broker Meet Frequency,Forms - Intake - Group Data,0,Broker Meet Frequency,broker_meet_frequency,fldy1FCXRTiuFlyWg,,"[{""label"": ""Weekly"", ""value"": ""weekly""}, {""label"": ""Monthly"", ""value"": ""monthly""}, {""label"": ""Quarterly"", ""value"": ""quarterly""}, {""label"": ""Annually"", ""value"": ""annually""}]",Frequency at which meetings with brokers are scheduled or occur.,To track and manage the intervals for broker meetings for performance and relationship management.,Used in employee benefits to maintain regular interaction schedules with brokers who manage benefit plans.,,,,,,,,,,5/19/2025 10:33pm,,Broker Role - How often do you have strategic or renewal meetings with your broker?,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"Weekly, Monthly, Quarterly, Annually",,,recd8dff2XOSLJ6zO,,,,Approved,Medium,,Consistent with other frequency fields.,,,Frequency at which meetings with brokers are scheduled or occur.,,,,,,,
Forms - Intake - Group Data - Broker Service Agreement?,Forms - Intake - Group Data,0,Broker Service Agreement?,broker_service_agreement,fldrlgF7EteAYu110,,"[{""label"": ""Yes"", ""value"": ""yes""}, {""label"": ""No"", ""value"": ""no""}]",Indicates whether a broker service agreement is in place with the client or partner.,To track the presence of a broker service agreement for compliance and record-keeping purposes.,Used to manage and verify contractual relationships with brokers in the employee benefits process.,,,,,,,,,,5/19/2025 10:33pm,,Broker Role - Do you have a signed service agreement with your current broker?,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"Yes, No",,,recOnhlY5DfO4PKpM,,,,Approved,Medium,,Yes/No single select appropriate.,,,Indicates whether a broker service agreement is in place with the client or partner.,,,,,,,
Forms - Intake - Group Data - Service Agreement Upload,Forms - Intake - Group Data,0,Service Agreement Upload,To be decided,fldxMSe7pzdWThRf9,,,Upload area for service agreement documents related to employee benefits.,To store and reference signed service agreement files associated with employees or clients.,Critical for maintaining contractual documentation and compliance within employee benefits management.,,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,rec9MHaqBEt6Kyxyo,,,,Approved,Medium,,"MultipleAttachments field, well named.",,,Upload area for service agreement documents related to employee benefits.,,,,,,,
Forms - Intake - Group Data - Broker Subsidize Cost?,Forms - Intake - Group Data,0,Broker Subsidize Cost?,broker_subsidize_cost,fldyl2YGMzpSA9lMp,,[],Indicates whether the broker subsidizes the cost related to employee benefits.,To capture if there is a cost subsidization arrangement provided by the broker.,Used in employee benefits administration to determine financial responsibility and cost allocation involving brokers.,,,,,,,,,,5/19/2025 10:33pm,,Broker Role - To your knowledge does your broker pay for or subsidize the cost of any of the following?,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,rechSCakViyzNAw7Z,,,,Proposed,Medium,,MultipleSelects field with no provided choices. Needs enum options or clarification.,,,Indicates whether the broker subsidizes the cost related to employee benefits.,,,,,,,
Forms - Intake - Group Data - Broker Fees,Forms - Intake - Group Data,0,Broker Fees,broker_fees,fld6p6YmZrPBmYFq2,,"[{""label"":""Yes"",""value"":""yes""},{""label"":""No"",""value"":""no""}]",Indicates whether broker fees are applicable for the employee benefits plan.,To specify if broker fees are charged or applicable in the context of employee benefits administration.,Used in financial and administrative processing of benefits plans to handle fee assessments related to brokers.,,,,,,,,,,5/19/2025 10:33pm,,Broker Role - Do you pay your broker any fees in addition to insurance premiums?,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,"Yes, No",,,rec3GBSuvZguz00Z8,,,,Approved,Medium,,Yes/No SingleSelect clear and appropriate.,,,Indicates whether broker fees are applicable for the employee benefits plan.,,,,,,,
Forms - Intake - Group Data - Additional Info,Forms - Intake - Group Data,0,Additional Info,additional_info,fldFsfh7XKExQwTef,,,"Additional information related to the record, useful for capturing notes or details not covered by other fields.",To provide a flexible text area for supplementary data entry that enhances the primary record details.,Used in employee benefits management to store extra contextual or descriptive information that may be relevant for reporting or decision making.,,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recv25cpmg3gBGES1,,,,Approved,Low,,"Multiline text free form notes, no issues.",,,"Additional information related to the record, useful for capturing notes or details not covered by other fields.",,,,,,,
Forms - Intake - Group Data - Census Upload,Forms - Intake - Group Data,0,Census Upload,To be decided,fldXfSyymuiOUCwhK,,,A field allowing the upload of multiple files related to the census data for employees or benefits enrollment.,Facilitates the input and storage of multiple census-related documents or data files.,Used in employee benefits administration to collect and manage census data uploads that support benefits eligibility and enrollment processes.,,,,,,,,,,5/19/2025 10:33pm,,,,tbliXJ7599ngxEriO,appdqgKk1fmhfaJoT,Intake - Group Data,Forms,,,,recFb98qy8IvwHojG,,,,Approved,Medium,,"Multiple attachments, useful for document storage.",,,A field allowing the upload of multiple files related to the census data for employees or benefits enrollment.,,,,,,,
